file,label,score
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-04-01-01-01-01.wav,neu,0.9245072603225708
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-04-01-01-02-01.wav,neu,0.830516517162323
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-04-01-02-01-01.wav,neu,0.9969813227653503
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-04-01-02-02-01.wav,neu,0.9331652522087097
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-04-02-01-01-01.wav,neu,0.914741039276123
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-04-02-01-02-01.wav,neu,0.8836327791213989
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-04-02-02-01-01.wav,neu,0.9862039089202881
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-04-02-02-02-01.wav,neu,0.9371452927589417
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-05-01-01-01-01.wav,ang,0.9337050914764404
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-05-01-01-02-01.wav,ang,0.8300912976264954
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-05-01-02-01-01.wav,ang,0.5674598217010498
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-05-01-02-02-01.wav,ang,0.8971385359764099
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-05-02-01-01-01.wav,ang,0.9619647860527039
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-05-02-01-02-01.wav,ang,0.97113436460495
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-05-02-02-01-01.wav,ang,0.9984448552131653
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-05-02-02-02-01.wav,ang,0.9968339800834656
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-06-01-01-01-01.wav,neu,0.518657386302948
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-06-01-01-02-01.wav,hap,0.4308958947658539
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-06-01-02-01-01.wav,neu,0.5023031830787659
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-06-01-02-02-01.wav,neu,0.631987988948822
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-06-02-01-01-01.wav,hap,0.8093726634979248
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-06-02-01-02-01.wav,hap,0.7887247204780579
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-06-02-02-01-01.wav,ang,0.9671183824539185
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-06-02-02-02-01.wav,ang,0.9101324677467346
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-07-01-01-01-01.wav,hap,0.7041453719139099
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-07-01-01-02-01.wav,hap,0.5171989798545837
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-07-01-02-01-01.wav,hap,0.47577425837516785
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-07-01-02-02-01.wav,neu,0.47453442215919495
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-07-02-01-01-01.wav,ang,0.9479795098304749
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-07-02-01-02-01.wav,hap,0.566196084022522
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-07-02-02-01-01.wav,ang,0.8486998677253723
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-07-02-02-02-01.wav,ang,0.607158362865448
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-08-01-01-01-01.wav,neu,0.8505755066871643
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-08-01-01-02-01.wav,neu,0.9923997521400452
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-08-01-02-01-01.wav,neu,0.9286623597145081
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-08-01-02-02-01.wav,neu,0.9608534574508667
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-08-02-01-01-01.wav,neu,0.8288743495941162
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-08-02-01-02-01.wav,neu,0.5703207850456238
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-08-02-02-01-01.wav,neu,0.9528853297233582
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_01\03-01-08-02-02-02-01.wav,neu,0.6061052083969116
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-01-01-01-01-02.wav,neu,0.9342693090438843
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-01-01-01-02-02.wav,neu,0.9046549797058105
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-01-01-02-01-02.wav,neu,0.5570775270462036
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-01-01-02-02-02.wav,neu,0.5045545101165771
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-02-01-01-01-02.wav,neu,0.5962886214256287
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-02-01-01-02-02.wav,neu,0.9366683959960938
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-02-01-02-01-02.wav,neu,0.9471675157546997
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-02-01-02-02-02.wav,neu,0.7670862078666687
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-02-02-01-01-02.wav,neu,0.6980629563331604
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-02-02-01-02-02.wav,neu,0.8500862717628479
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-02-02-02-01-02.wav,neu,0.6242451667785645
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-02-02-02-02-02.wav,neu,0.6804331541061401
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-03-01-01-01-02.wav,ang,0.7649293541908264
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-03-01-01-02-02.wav,neu,0.46203547716140747
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-03-01-02-01-02.wav,neu,0.8288621306419373
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-03-01-02-02-02.wav,ang,0.4787374436855316
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-03-02-01-01-02.wav,ang,0.8672234416007996
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-03-02-01-02-02.wav,ang,0.781335175037384
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-03-02-02-01-02.wav,ang,0.9812140464782715
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-03-02-02-02-02.wav,ang,0.9515870213508606
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-04-01-01-01-02.wav,neu,0.6936390399932861
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-04-01-01-02-02.wav,neu,0.579338550567627
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-04-01-02-01-02.wav,neu,0.5592983365058899
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-04-01-02-02-02.wav,ang,0.6092435121536255
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-04-02-01-01-02.wav,hap,0.5470922589302063
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-04-02-01-02-02.wav,ang,0.5459343791007996
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-04-02-02-01-02.wav,ang,0.5465471744537354
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-04-02-02-02-02.wav,neu,0.5279089212417603
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-05-01-01-01-02.wav,ang,0.6841297745704651
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-05-01-01-02-02.wav,ang,0.9226118326187134
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-05-01-02-01-02.wav,ang,0.9571689963340759
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-05-01-02-02-02.wav,ang,0.9798299074172974
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-05-02-01-01-02.wav,ang,0.9927998781204224
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-05-02-01-02-02.wav,ang,0.9900836944580078
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-05-02-02-01-02.wav,ang,0.9938573241233826
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-05-02-02-02-02.wav,ang,0.9597862958908081
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-06-01-01-01-02.wav,ang,0.9417002201080322
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-06-01-01-02-02.wav,ang,0.9149752259254456
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-06-01-02-01-02.wav,ang,0.9426460266113281
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-06-01-02-02-02.wav,ang,0.6448904275894165
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-06-02-01-01-02.wav,ang,0.8658214211463928
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-06-02-01-02-02.wav,ang,0.64124995470047
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-06-02-02-01-02.wav,ang,0.9823779463768005
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-06-02-02-02-02.wav,ang,0.7795772552490234
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-07-01-01-01-02.wav,ang,0.5178918242454529
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-07-01-01-02-02.wav,neu,0.6757179498672485
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-07-01-02-01-02.wav,ang,0.8925579786300659
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-07-01-02-02-02.wav,ang,0.6591826677322388
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-07-02-01-01-02.wav,ang,0.6599977612495422
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-07-02-01-02-02.wav,ang,0.6878196597099304
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-07-02-02-01-02.wav,ang,0.9687965512275696
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-07-02-02-02-02.wav,ang,0.9979654550552368
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-08-01-01-01-02.wav,ang,0.6617851853370667
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-08-01-01-02-02.wav,neu,0.7448508143424988
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-08-01-02-01-02.wav,ang,0.6288123726844788
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-08-01-02-02-02.wav,neu,0.7013126015663147
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-08-02-01-01-02.wav,ang,0.8921704888343811
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-08-02-01-02-02.wav,ang,0.7254557609558105
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-08-02-02-01-02.wav,ang,0.7295846939086914
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_02\03-01-08-02-02-02-02.wav,ang,0.9474344253540039
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-01-01-01-01-03.wav,neu,0.8683538436889648
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-01-01-01-02-03.wav,ang,0.806433379650116
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-01-01-02-01-03.wav,neu,0.5729867815971375
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-01-01-02-02-03.wav,ang,0.9016609191894531
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-02-01-01-01-03.wav,neu,0.8211396932601929
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-02-01-01-02-03.wav,neu,0.7700980305671692
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-02-01-02-01-03.wav,ang,0.46885251998901367
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-02-01-02-02-03.wav,ang,0.9350869655609131
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-02-02-01-01-03.wav,hap,0.6198834180831909
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-02-02-01-02-03.wav,ang,0.6984739303588867
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-02-02-02-01-03.wav,ang,0.8677290081977844
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-02-02-02-02-03.wav,ang,0.8221670389175415
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-03-01-01-01-03.wav,hap,0.9500836730003357
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-03-01-01-02-03.wav,hap,0.7537849545478821
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-03-01-02-01-03.wav,ang,0.925457239151001
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-03-01-02-02-03.wav,neu,0.40857669711112976
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-03-02-01-01-03.wav,ang,0.7415418028831482
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-03-02-01-02-03.wav,ang,0.5705080032348633
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-03-02-02-01-03.wav,hap,0.5754038095474243
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-03-02-02-02-03.wav,ang,0.9514204263687134
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-04-01-01-01-03.wav,hap,0.664315938949585
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-04-01-01-02-03.wav,ang,0.5153970718383789
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-04-01-02-01-03.wav,ang,0.6125423312187195
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-04-01-02-02-03.wav,ang,0.5474530458450317
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-04-02-01-01-03.wav,hap,0.814550518989563
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-04-02-01-02-03.wav,hap,0.8524584770202637
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-04-02-02-01-03.wav,hap,0.8357179760932922
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-04-02-02-02-03.wav,hap,0.7728396058082581
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-05-01-01-01-03.wav,ang,0.9843183159828186
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-05-01-01-02-03.wav,ang,0.9896783828735352
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-05-01-02-01-03.wav,ang,0.9920589923858643
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-05-01-02-02-03.wav,ang,0.9889621138572693
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-05-02-01-01-03.wav,ang,0.9992626309394836
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-05-02-01-02-03.wav,ang,0.9981589913368225
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-05-02-02-01-03.wav,ang,0.9993908405303955
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-05-02-02-02-03.wav,ang,0.9979070425033569
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-06-01-01-01-03.wav,ang,0.467411071062088
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-06-01-01-02-03.wav,ang,0.7111530303955078
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-06-01-02-01-03.wav,ang,0.5111920833587646
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-06-01-02-02-03.wav,neu,0.6398274302482605
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-06-02-01-01-03.wav,hap,0.9942575693130493
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-06-02-01-02-03.wav,hap,0.818859338760376
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-06-02-02-01-03.wav,hap,0.8799747824668884
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-06-02-02-02-03.wav,hap,0.9364477396011353
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-07-01-01-01-03.wav,hap,0.7767931818962097
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-07-01-01-02-03.wav,hap,0.6786264181137085
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-07-01-02-01-03.wav,ang,0.6520807147026062
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-07-01-02-02-03.wav,ang,0.946810245513916
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-07-02-01-01-03.wav,hap,0.7372559309005737
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-07-02-01-02-03.wav,hap,0.7498376965522766
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-07-02-02-01-03.wav,ang,0.7235859036445618
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-07-02-02-02-03.wav,hap,0.7813143134117126
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-08-01-01-01-03.wav,hap,0.5304394960403442
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-08-01-01-02-03.wav,hap,0.8280754685401917
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-08-01-02-01-03.wav,neu,0.6877776384353638
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-08-01-02-02-03.wav,neu,0.7286567091941833
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-08-02-01-01-03.wav,neu,0.5102160573005676
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-08-02-01-02-03.wav,hap,0.5147532224655151
C:\Users\sagni\Downloads\Emotion from Voice\archive (1)\audio_speech_actors_01-24\Actor_03\03-01-08-02-02-01-03.wav,hap,0.49674269556999207
